Title,URL,Paragraph
हिंदुस्तान टाइम्सची रिपोर्टर अनुश्रीचा कॅमेरा हिसकावल्याची घटना 7 वर्षांपूर्वीची; वाचा सत्य,http://marathi.factcrescendo.com/old-incident-ht-reporter-anushree-fadnavis-manhandled-by-lady-delhi-police-viral-as-recent/,"सध्या सोशल मीडियावर एक फोटो व्हायरल होत आहे. ज्यामध्ये अनेक कॅमेरे रस्त्यावर ठेवलेले दिसतात. सोबत पोस्टमध्ये लिहिले होते की, “हिंदुस्तान टाइम्सची रिपोर्टर अनुश्रीचा कॅमेरा हिसकावल्यावर आणि दुसऱ्या महिला पत्रकाराशी असभ्य वर्तन केल्यावर पत्रकारांनी पोलिस मुख्यालयासमोर आपले कॅमेरे रस्त्यावर ठेवत या घटनेचा निषेध केला.” दावा केला जात आहे की, ही घटना नुकतीच घडली. फॅक्ट क्रेसेंडोच्या वाचकांनी […]"
अनिल परब यांचा नितेश राणेंवर टीका करतानाचा व्हिडिओ उद्धव ठाकरेंविरुद्ध वक्तव्य म्हणून व्हायरल,http://marathi.factcrescendo.com/video-of-anil-parab-criticizing-nitesh-rane-goes-viral-in-uddhav-thackerays-name/,"ठाकरे गटाचे आमदार अनिल परब यांनी आपल्याच पक्षाला घरचा आहेर देत उद्धव ठाकरेंना ‘नेपाळी वॉचमन’ म्हणाले, असा दावा करणारा एक व्हिडिओ सोशल मीडियावर व्हायरल होत आहे. फॅक्ट क्रेसेंडोच्या वाचकांनी हा व्हिडिओ आमच्या व्हॉटसअॅप फॅक्टलाईन क्रमांकवर (9049053770) पाठवून फॅक्ट-चेक करण्याची विनंती केली. पडताळणीअंती कळाले की, व्हायरल व्हिडिओसोबत केलेला दावा खोटा आहे. मुळात अनिल परब भाजप नेते […]"
नागपूरच्या हिंसाचारानंतर मुस्लिमांवर बहिष्कार घालण्याची मागणी? दिल्लीतील जुना व्हिडिओ व्हायरल,http://marathi.factcrescendo.com/video-from-delhi-viral-as-hindus-announcing-boycotting-muslims-in-nagpur/,"औरंगजेबाच्या कबरीवरून सुरू असलेल्या वादातून नागपुरात उफाळून आलेला हिंसाचार आता शांत झाला आहे. यानंतर काही लोक मुस्लिम समुदायावर बहिष्कार घालण्याचे आवाहन करतानाचा एक व्हिडिओ सोशल मीडियावर व्हायरल होत आहे.  दावा केला जात आहे की, हा व्हिडिओ नागपूरचा असून दंगलींनंतर हिंदूंनी मुस्लिमांनवर बहिष्कार टाकण्याचे आवाहन केले. पडताळणीअंती कळाले की, व्हायरल व्हिडिओ नागपूर हिंसाचाराशी संबंधित नाही. काय […]"
मंदिरात पाणी पिल्याबद्दल दलित मुलाला मारहाण केल्याचा हा फोटो नाही; वाचा सत्य,http://marathi.factcrescendo.com/image-of-father-beating-son-in-yemen-goes-viral-in-india-with-sectarian-claims/,"एका मुलाच्या शरीरावर मारहाणीचे वळ उमटल्याचे फोटो सोशल मीडियावर सध्या व्हायरल होत आहेत. दावा केला जात आहे की, “हा मुलगा मंदिरात पाणी गेला असता जाती – धर्मावरुन त्याला मारहाण करण्यात आली.” पडताळणीअंती कळाले की, व्हायरल फोटो भारतातील नाही. खोट्या सांप्रदायिक दाव्यासह फोटो व्हायरल होत आहे. काय आहे दावा ? व्हायरल फोटोमध्ये मुलाच्या अंगावर अमानुष मारहाणीचे […]"
संजय राऊत औरंगजेबच्या कबरीला शौर्याचे प्रतीक म्हणाले का ? वाचा सत्य,http://marathi.factcrescendo.com/edited-video-of-sanjay-raut-calling-aurangzebs-grave-a-symbol-of-bravery-goes-viral/,"सध्या औरंगजेबच्या कबरीवरुन महाराष्ट्रात वाद सुरू आहे. याच पार्श्वभूमीवर शिवसेना (उद्धव ठाकरे) गटाचे नेते संजय राऊत यांचा एक व्हिडिओ सोशल मीडियावर व्हायरल होत आहे. दावा केला जात आहे की, संजय यांनी औरंगजेबच्या कबरीला शौर्याचे प्रतीक म्हटले आहे. फॅक्ट क्रेसेंडोच्या वाचकांनी हा व्हिडिओ आमच्या व्हॉटसअॅप फॅक्टलाईन क्रमांकवर (9049053770) पाठवून फॅक्ट-चेक करण्याची विनंती केली. पडताळणीअंती कळाले की, […]"
2019 मध्ये बीएलएने पाक आणि चीनला धमकी दिल्याचा व्हिडिओ जाफर एक्सप्रेस अपहरणाशी जोडून व्हायरल,http://marathi.factcrescendo.com/video-of-bla-threatening-pakistan-and-china-in-2019-goes-viral-linking-it-to-jafar-express-hijacking/,"बलुचिस्तान लिबरल आर्मीने जाफर एक्स्प्रेसचे अपहरण केले आहे. या पार्श्वभूमीवर पाकिस्तान आणि चीनला धमकी दिल्याचा व्हिडिओ सोशल मीडियावर व्हायरल होत आहे. दावा केला जात आहे की, “बीएलएने पाक आणि चीनला धमकी दिली आहे.” फॅक्ट क्रेसेंडोच्या वाचकांनी हा व्हिडिओ आमच्या व्हॉटसअॅप फॅक्टलाईन क्रमांकवर (9049053770) पाठवून फॅक्ट-चेक करण्याची विनंती केली. पडताळणीअंती कळाले की, व्हायरल व्हिडिओ 6 वर्षांपूर्वीचा […]"
राजस्थानमध्ये चकमकीत जखमी झालेल्या आरोपींचा व्हिडिओ खोट्या सांप्रदायिक दाव्यासह व्हायरल,http://marathi.factcrescendo.com/video-of-accused-injured-in-encounter-in-rajasthan-goes-viral-with-false-communal-claim/,"पायाला प्लास्टर लावलेल्या 3 युवकांचा व्हिडिओ सोशल मीडियावर व्हायरल होत आहे. दावा केला जात आहे की, व्हिडिओमधील मुस्लिम तरुणांनी हिंदू मुलीची छेड काढल्यावर उत्तर प्रदेश पोलिसांनी त्यांना अद्दल घडवली. फॅक्ट क्रेसेंडोच्या वाचकांनी हा व्हिडिओ आमच्या व्हॉटसअॅप फॅक्टलाईन क्रमांकवर (9049053770) पाठवून फॅक्ट-चेक करण्याची विनंती केली. पडताळणीअंती कळाले की, व्हायरल व्हिडिओ राजस्थानचा असून पोलिसांशी झालेल्या चकमकीदरम्यान हे […]"
2022 मधील व्हिडिओ पाकिस्तानी जाफर एक्सप्रेस अपहरणाचा म्हणून व्हायरल,http://marathi.factcrescendo.com/old-train-blast-video-viral-with-claim-bla-recently-hijacked-train-and-took-120-passengers-hostage/,"बलुचिस्तान लिबरल आर्मीने 11 मार्च रोजी पाकिस्तानात पेशावरच्या दिशेने जाणाऱ्या जाफर एक्स्प्रेसचे अपहरण करुन प्रवाशांना ओलीस धरले आहे. याच पार्श्वभूमीवर ट्रेन ब्लास्टचा एक व्हिडिओ सोशल मीडियावर व्हायरल होत आहे. दावा केला जात आहे की, हा व्हिडिओ बलुचिस्तान लिबरेशन आर्मीद्वारे पाकिस्तानमधील जाफर एक्सप्रेसचे अपहरण करतानाचा आहे.  फॅक्ट क्रेसेंडोच्या वाचकांनी हा व्हिडिओ आमच्या व्हॉटसअॅप फॅक्टलाईन क्रमांकवर (9049053770) […]"
जुना व्हिडिओ अलिकडे एका व्यापाऱ्याला धनंजय मुंडे यांच्या कार्यकर्त्यांनी मारहाण केल्याच्या दाव्यासह व्हायरल,http://marathi.factcrescendo.com/old-video-of-violence-in-beed-goes-viral-as-a-current-event/,"मस्साजोग गावचे सरपंच संतोष देशमुख यांच्या हत्या प्रकरणानंतर सोशल मीडियावर बीडमध्ये घडलेल्या गुन्हेगारी घटनेचे अनेक व्हिडिओ व्हायरल होत आहेत. याच पार्श्वभूमीवर धनंजय मुंडेंच्या कार्यकर्त्यांनी अमर देशमुख नामक व्यापाऱ्याला नुकतीच मारहाण केली अशा बातमीचा व्हिडिओ सोशल मीडियावर व्हायरल होत आहे.  फॅक्ट क्रेसेंडोच्या वाचकांनी हा व्हिडिओ आमच्या व्हॉटसअॅप फॅक्टलाईन क्रमांकवर (9049053770) पाठवून फॅक्ट-चेक करण्याची विनंती केली. पडताळणीअंती कळाले की, […]"
आंध्र प्रदेशचे उपमुख्यमंत्री पवन कल्याण यांचा जुना असंबंधित व्हिडिओ इफ्तार पार्टी म्हणून व्हायरल,http://marathi.factcrescendo.com/pawan-kalyans-2019-video-goes-viral-as-iftar-party-celebration/,"सध्या रमजानचा महिना सुरू आहे. याच पार्श्वभूमीवर आंध्र प्रदेशचे उपमुख्यमंत्री पवन कल्याण यांचा एक व्हिडिओ व्हायरल होत आहे. दावा केला जात आहे की, यामध्ये पवन कल्याण इफ्तार पार्टी करत आहेत. फॅक्ट क्रेसेंडोच्या वाचकांनी हा व्हिडिओ आमच्या व्हॉटसअॅप फॅक्टलाईन क्रमांकवर (9049053770) पाठवून फॅक्ट-चेक करण्याची विनंती केली. पडताळणीअंती कळाले की, व्हायरल व्हिडिओ 6 वर्षांपूर्वीचा असून आंध्र प्रदेश […]"
‘लोकमत’चा लोगो वापरुन देवेंद्र फडणवीस यांच्या नावाने बनावट ग्राफिक व्हायरल,http://marathi.factcrescendo.com/fake-graphic-goes-viral-in-the-name-of-devendra-fadnavis-using-lokmat-logo/,"मुख्यमंत्री देवेंद्र फडणवीस यांच्या नावाने ‘लोकमत’चे ग्राफिक कार्ड व्हायरल होत आहे. ज्यामध्ये लिहिले आहे की, भाजपाचे आमदार सुरेश धसांचे सतीश भोसले उर्फ खोक्या सोबत आर्थिक संबंध निष्पन्न झाले असून धसांचा राजीनामा घेऊन कारवाई केली जाईल असे देवेंद्र फडणवीस म्हणाले. फॅक्ट क्रेसेंडोच्या वाचकांनी हे ग्राफिक आमच्या व्हॉटसअॅप फॅक्टलाईन क्रमांकवर (9049053770) पाठवून फॅक्ट-चेक करण्याची विनंती केली. पडताळणीअंती […]"
उद्धव ठाकरे यांनी मुघल सम्राट औरंगाबजला नाही; ‘सैनिक’ औरंगजेबला शहीद म्हटले,http://marathi.factcrescendo.com/edited-video-viral-as-uddhav-thackeray-praising-mughal-emperor-aurangzeb/,"उद्धव ठाकरेंच्या भाषणाची क्लिप व्हायरल होत आहे. ज्यामध्ये ते म्हणतात की, देशासाठी जो शहिद झाला, तो औरंगजेब जरी असला तरी तो आमचा भाऊ आहे, अस बोलो तर काय चुकल माझ ? या व्हिडिओच्या पार्श्वभूमीवर दावा केला जात आहे की, उद्धव ठाकरे यांनी मुघल सम्राट औरंगजेबची स्तुती करताना त्याला शहीद म्हटले. फॅक्ट क्रेसेंडोच्या वाचकांनी हा व्हिडिओ […]"
व्हायरल व्हिडिओमध्ये नृत्य करणारी वृद्ध महिला अभिनेत्री वैजयंतीमाला नाहीत; वाचा सत्य,http://marathi.factcrescendo.com/video-of-old-woman-dancing-goes-viral-as-actress-vyjayanthimala/,"एका वयोवृद्ध महिलेचा नृत्य करतानाचा व्हिडिओ शेअर करून दावा केला जात आहे की, त्यामध्ये नाचणारी महिला अभिनेत्री वैजयंतीमाला आहेत. फॅक्ट क्रेसेंडोच्या वाचकांनी हा व्हिडिओ आमच्या व्हॉटसअॅप फॅक्टलाईन क्रमांकवर (9049053770) पाठवून फॅक्ट-चेक करण्याची विनंती केली. पडताळणीअंती कळाले की, व्हायरल व्हिडिओमध्ये नाचणारी महिला वैजयंतीमाला नाही. काय आहे दावा ? व्हायरल व्हिडिओमध्ये एक वृद्ध महिला ‘बदन पे सितारे […]"
बिहारच्या युवकाने गुगल हॅक केल्यावर त्याच कंपनीने त्याला 3.66 कोटीचे पॅकेज दिले का ? वाचा सत्य,http://marathi.factcrescendo.com/false-claim-viral-as-after-rituraj-chaudhary-hacked-google-and-got-a-job-with-package-of-rs-3-66-crores/,"बिहारच्या ऋतुराज चौधरी युवकाने नामक गुगल इंजिन हॅक केल्यानंतर त्याला गुगलने 3.66 कोटी रूपयांचे पॅकेज देत नोकरी दिली. असा दावा करणारा मेसेज सोशल मीडियावर व्हायरल होत आहे. फॅक्ट क्रेसेंडोच्या वाचकांनी हा मेसेज आमच्या व्हॉटसअॅप फॅक्टलाईन क्रमांकवर (9049053770) पाठवून फॅक्ट-चेक करण्याची विनंती केली. पडताळणीअंती कळाले की, व्हायरल मेसेज दिशाभूल करणारा आहे. ऋतुराज चौधरीला गुगलने कोणतेही पॅकेज […]"
लोखंडाच्या तप्त सळईने व्यक्तीच्या शरीरावर डागण्या देतानाचा व्हिडिओ लातुरचा नाही; वाचा सत्य,http://marathi.factcrescendo.com/video-of-scorching-a-person-with-a-hot-rod-in-jalna-district-goes-viral-as-from-latur/,"सध्या सोशल मीडियावर एक व्हिडिओ व्हायरल होत आहे. ज्यामध्ये एका व्यक्तीला लोखंडाच्या तप्त सळईने पायाला चटके दिले जातात. दावा केला जात आहे की, ही घटना लातूरमध्ये घडली होती. फॅक्ट क्रेसेंडोच्या वाचकांनी हा व्हिडिओ आमच्या व्हॉटसअॅप फॅक्टलाईन क्रमांकवर (9049053770) पाठवून फॅक्ट-चेक करण्याची विनंती केली. पडताळणीअंती कळाले की, व्हायरल व्हिडिओमधील घटना भोकरदनच्या जानेफळ गावातली आहे. काय आहे दावा ? […]"
उद्धव ठाकरेंनी केंद्राने वफ्क बोर्डवर बंधने आणू नयेत; असे वक्तव्य केले नाही; वाचा सत्य,http://marathi.factcrescendo.com/lokmat-logo-fake-graphic-card-viral-as-uddhav-thackerays-real-statement-on-waqf-board/,"वक्फ दुरुस्ती विधेयकाला अलीकडेच संयुक्त संसदीय समिती (जेपीसी) कडून मंजुरी मिळाली आहे. याच पार्श्वभुमीवर ठाकरे गटाचे प्रमुख उद्धव ठाकरे यांच्या नावाने एक ग्राफिक कार्ड व्हायरल होत आहे. ज्यामध्ये उद्धव ठाकरे यांचा फोटो आणि नावासह लिहिले आहे की, “केंद्राने वक्फ बोर्डवर बंधने आणू नये.”  दावा केला जात आहे की, उद्धव ठाकरे यांनी हे वक्तव्य केले आहे. […]"
छावा चित्रपट बघून लोकांनी हाजी अलीला जाऊन रामनामाचा जयघोष केला का ? वाचा सत्य,http://marathi.factcrescendo.com/misleading-claim-viral-as-people-entered-haji-ali-dargah-and-performed-aarti-after-watching-chhaava-movie/,"लक्ष्मण उतेकर दिग्दर्शित छत्रपती संभाजी महाराज यांच्यावर आधारित ‘छावा’ चित्रपट प्रदर्शित झाला असून त्याला चांगला प्रतिसाद मिळत आहे. याच पर्श्वभूमीवर एक व्हिडिओ व्हायरल होत आहे; ज्यामध्ये काही लोक दर्गामध्ये प्रवेश करुन आरती म्हणताना दिसतात. दावा केला जात आहे की, “थेटर मध्ये छावा फिल्म बघितल्यानंतर शो सुटल्यानंतर सर्व लोक हाजी अलीमध्ये शिरले आणि रामनामाचा जयघोष केला.” […]"
शालेय शिक्षण विभागद्वारे वाटलेल्या ‘महावाचन उत्सव’च्या प्रशस्तिपत्रकात चुका नाही; बनावट पत्रक व्हायरल,http://marathi.factcrescendo.com/school-education-department-mahavachan-utsav-altered-certificate-viral-with-false-claim/,"शालेय शिक्षण विभागद्वारे ‘महावाचन उत्सव’चे एक प्रशस्तीपत्र सोशल मीडियावर व्हायरल होत आहे. दावा केला जात आहे की, शालेय शिक्षण विभागातर्फे असंख्य चुका असलेले प्रशस्तिपत्रक विद्यार्थ्यांना देण्यात आले. फॅक्ट क्रेसेंडोच्या वाचकांनी हा स्क्रिनशॉट आमच्या व्हॉटसअॅप फॅक्टलाईन क्रमांकवर (9049053770) पाठवून फॅक्ट चेक करण्याची विनंती केली. पडताळणीअंती कळाले की, व्हायरल प्रशस्तीपत्र बनावट असून शालेय शिक्षण विभागातर्फे जागी केलेले […]"
व्हायरल व्हिडिओमध्ये तलवार चालवणारी महिला दिल्लीच्या नविन मुख्यमंत्री रेखा गुप्ता नाहीत; वाचा सत्य,http://marathi.factcrescendo.com/actress-payal-jadhav-sword-wielding-video-viral-in-the-name-of-delhi-new-cm-rekha-gupta/,"भाजपने दिल्ली विधानसभा निवडणुकीत विजय मिळाल्यानंतर आता पक्षाने रेखा गुप्ता यांच्याकडे मुख्यमंत्री पदाची धुरा दिली आहे.  याच पार्श्वभूमीवर एक महिला तलवारबाजी आणि लाठीकाठी चालवतानाचा व्हिडिओ सोशल मीडियावर व्हायरल होत आहे.  दावा केला जात आहे की, ही शस्त्र चालवणारी महिला रेखा गुप्ता आहे. फॅक्ट क्रेसेंडोच्या वाचकांनी व्हायरल दाव्यासह हा व्हिडिओ आमच्या व्हॉटसअॅप फॅक्टलाईन क्रमांकवर (9049053770) पाठवून […]"
हा व्हिडिओ हरिद्वारच्या अनाथ आश्रमात लहान मुलाला मारण्याचा नाही; वाचा सत्य,http://marathi.factcrescendo.com/old-video-of-teacher-beating-student-in-sitapur-shared-as-haridwars-orphanage/,"एका व्यक्तीद्वारे लहान मुलाला अमानुष आणि निर्दयीपणे मारहाण करतानाचा व्हिडिओ सोशल मीडियावर व्हायरल होत आहे.  दावा केला जात आहे की, हा व्हिडिओ हरिद्वारच्या एका अनाथ आश्रमातील आहे. फॅक्ट क्रेसेंडोच्या वाचकांनी हा व्हिडिओ आमच्या व्हॉटसअॅप फॅक्टलाईन क्रमांकवर (9049053770) पाठवून फॅक्ट चेक करण्याची विनंती केली. पडताळणीअंती कळाले की, व्हायरल व्हिडिओ सीतापूरमधील एका संस्कृत शाळेचा आहे. काय आहे […]"
कुंभवरुन दिल्लीला परतलेल्या ट्रेनच्या काचो तोडल्याचा व्हिडिओ चुकीच्या दाव्यासह व्हायरल; वाचा सत्य,http://marathi.factcrescendo.com/video-of-glass-being-broken-on-train-returning-to-delhi-from-mahakumbh-goes-viral-with-false-claim/,"महाकुंभचे अनेक व्हिडिओ सध्या सोशल मीडियावर शेअर केले जात आहेत. अशातच एका व्हिडिओमध्ये काही तरुण ट्रेनच्या खिडक्या फोडताना दिसतात. दावा केला जात आहे की, कुंभमेळ्यावरून दिल्लीला परतणाऱ्या भाविकांना घेऊन जाणाऱ्या ट्रेनवर ‘हिंदूविरोधी घटकांनी’ हल्ला केला. फॅक्ट क्रेसेंडोच्या वाचकांनी हा व्हिडिओ आमच्या व्हॉटसअॅप फॅक्टलाईन क्रमांकवर (9049053770) पाठवून फॅक्ट चेक करण्याची विनंती केली. पडताळणीअंती कळाले की, व्हायरल […]"
छावा चित्रपटावर बंदी घालण्यासाठी एनसीपी समर्थक उपोषण करत आहेत का ? वाचा सत्य,http://marathi.factcrescendo.com/old-image-of-ncp-supporters-on-hunger-strike-demanding-ban-on-film-aurangzeb-goes-viral-in-the-name-of-chhaava/,"छत्रपती संभाजी महाराजांवर आधारीत ‘छावा’ चित्रपट 14 फेब्रुवारीपासून प्रदर्शित झाला आहे. याच पार्श्वभूमीवर एक फोटो सोशल मीडियावर व्हायरल होत आहे. दावा केला जात आहे की, “छावा चित्रपटवर बंदी घालण्यासाठी एनसीपी (राष्टवादी कॉंग्रेस) समर्थक उपोषण करत आहेत.” फॅक्ट क्रेसेंडोच्या वाचकांनी व्हायरल दाव्यासह हा फोटो आमच्या व्हॉटसअॅप फॅक्टलाईन क्रमांकवर (9049053770) पाठवून फॅक्ट-चेक करण्याची विनंती केली. पडताळणीअंती कळाले […]"
